key	bgcolor	dx	dy	edgecolor	frame	play	player	player_num	team	x	y	z	player_has_ball	player_action	player_role	vx	vy	v	v_theta	vx_norm	vy_norm
0	NA	0	0	NA	0	Liverpool [2] - 1 Newcastle	0	NA	NA	59.31057662640565	23.64859523092719	0	FALSE	NA	NA	0	0	0	NaN	NaN	NaN
1	NA	0.14588052099756216	0.010623292110810213	NA	1	Liverpool [2] - 1 Newcastle	0	NA	NA	59.456457147403206	23.659218523038003	0	FALSE	NA	NA	2.917610419951243	0.21246584221620424	2.9253362707074735	0.07269355110940545	0.9973589871244573	0.07262954496674694
2	NA	0.1340460420322198	6.423362622950889e-4	NA	2	Liverpool [2] - 1 Newcastle	0	NA	NA	59.590503189435424	23.659860859300295	0	FALSE	NA	NA	2.6809208406443954	0.012846725245901778	2.6809516206285773	0.0047918710325324234	0.9999885190079727	0.004791852694040681
3	NA	0.12300870690638803	-0.00868298651691248	NA	3	Liverpool [2] - 1 Newcastle	0	NA	NA	59.71351189634182	23.651177872783386	0	FALSE	NA	NA	2.4601741381277606	-0.17365973033824958	2.466295702435907	-0.07047149803559917	0.9975179114563999	-0.07041318288262419
4	NA	0.11276851562008189	-0.017352676226793165	NA	4	Liverpool [2] - 1 Newcastle	0	NA	NA	59.8262804119619	23.63382519655659	0	FALSE	NA	NA	2.2553703124016375	-0.3470535245358633	2.2819161673811386	-0.1526811534326908	0.9883668579245106	-0.15208863914319973
5	NA	0.10332546817326375	-0.025366732867395284	NA	5	Liverpool [2] - 1 Newcastle	0	NA	NA	59.929605880135156	23.608458463689196	0	FALSE	NA	NA	2.066509363465275	-0.5073346573479056	2.1278743862916283	-0.2407419214045739	0.9711613508665342	-0.238423217374249
6	NA	0.09467956456594862	-0.03272515643868019	NA	6	Liverpool [2] - 1 Newcastle	0	NA	NA	60.0242854447011	23.575733307250516	0	FALSE	NA	NA	1.8935912913189723	-0.6545031287736037	2.0035124966252367	-0.3327864185743432	0.9451357525888068	-0.32667783698682396
7	NA	0.08683080479812902	-0.039427946940657536	NA	7	Liverpool [2] - 1 Newcastle	0	NA	NA	60.11111624949924	23.536305360309857	0	FALSE	NA	NA	1.7366160959625803	-0.7885589388131506	1.9072652318800436	-0.42623990663008604	0.9105267935130082	-0.41345006747480345
8	NA	0.07977918886984256	-0.04547510437331766	NA	8	Liverpool [2] - 1 Newcastle	0	NA	NA	60.19089543836907	23.49083025593654	0	FALSE	NA	NA	1.595583777396851	-0.9095020874663531	1.8365951208139637	-0.5180776743178594	0.8687727410980498	-0.495210989705379
9	NA	0.07352471678105915	-0.05086662873668956	NA	9	Liverpool [2] - 1 Newcastle	0	NA	NA	60.264420155150134	23.439963627199845	0	FALSE	NA	NA	1.470494335621183	-1.0173325747337911	1.7881049070757757	-0.6052218914869721	0.8223758739222938	-0.5689445684691469
10	NA	0.06806738853171851	-0.05560252003072492	NA	10	Liverpool [2] - 1 Newcastle	0	NA	NA	60.33248754368185	23.384361107169127	0	FALSE	NA	NA	1.3613477706343702	-1.1120504006144982	1.7578179217763243	-0.6849459658448427	0.7744532319130585	-0.6326311655138549
11	NA	0.06340720412194117	-0.059682778255510695	NA	11	Liverpool [2] - 1 Newcastle	0	NA	NA	60.3958947478038	23.324678328913613	0	FALSE	NA	NA	1.2681440824388235	-1.1936555651102139	1.7415519004448847	-0.7551496426905182	0.728168986588842	-0.6853976414973857
12	NA	0.059544163551636727	-0.06310740341092128	NA	12	Liverpool [2] - 1 Newcastle	0	NA	NA	60.45543891135543	23.261570925502696	0	FALSE	NA	NA	1.1908832710327344	-1.2621480682184254	1.7352869247859641	-0.8144417214482068	0.6862745601449292	-0.7273425795991074
13	NA	0.05647826682087299	-0.06587639549708228	NA	13	Liverpool [2] - 1 Newcastle	0	NA	NA	60.511917178176304	23.19569453000561	0	FALSE	NA	NA	1.1295653364174596	-1.3175279099416455	1.7354531519782057	-0.8620581868241664	0.6508763057820907	-0.7591837949873921
14	NA	0.05420951392955956	-0.06798975451389708	NA	14	Liverpool [2] - 1 Newcastle	0	NA	NA	60.566126692105854	23.127704775491715	0	FALSE	NA	NA	1.0841902785911912	-1.3597950902779414	1.7391122010197155	-0.8976923622212256	0.6234159463406008	-0.7818903745719429
15	NA	0.5962768686035181	-0.09704567280776075	NA	15	Liverpool [2] - 1 Newcastle	0	NA	NA	61.16240356070938	23.03065910268395	0	FALSE	NA	NA	11.925537372070362	-1.9409134561552148	12.082449530493857	-0.1613380975721648	0.9870132163161552	-0.16063907002108388
16	NA	0.5816571205116519	-0.09466626927132495	NA	16	Liverpool [2] - 1 Newcastle	0	NA	NA	61.744060681221036	22.93599283341263	0	FALSE	NA	NA	11.633142410233036	-1.8933253854264989	11.786207335350202	-0.16133809757217904	0.9870132163161528	-0.1606390700210979
17	NA	0.5670373724198308	-0.09228686573486983	NA	17	Liverpool [2] - 1 Newcastle	0	NA	NA	62.311098053640855	22.84370596767776	0	FALSE	NA	NA	11.340747448396614	-1.8457373146973965	11.489965140207374	-0.16133809757214818	0.9870132163161579	-0.16063907002106745
18	NA	0.552417624327942	-0.08990746219844369	NA	18	Liverpool [2] - 1 Newcastle	0	NA	NA	62.86351567796881	22.75379850547932	0	FALSE	NA	NA	11.048352486558839	-1.7981492439688735	11.193722945063305	-0.1613380975721862	0.9870132163161517	-0.16063907002110497
19	NA	0.5377978762360982	-0.08752805866200788	NA	19	Liverpool [2] - 1 Newcastle	0	NA	NA	63.4013135542049	22.666270446817308	0	FALSE	NA	NA	10.755957524721964	-1.7505611732401576	10.897480749920094	-0.1613380975721955	0.9870132163161501	-0.16063907002111416
